Date,FIPS,Admin2,ratio,schooling,text,infect,perc_infected,herd_days
2020-09-28,27001.0,Aitkin,0.0,Elem. & MS/HS in-person,County: Aitkin<br>MN Dept of <br>Health Statistic:    0.0<br>Trending:             Downward<br>Percent Infected:      4.23<br>New Cases / Total Cases: 0 / 83<br>New Deaths/ Total Deaths:         0 / 1,Less than 5%,4.232028200931638,859.8261316872431
2020-09-29,27001.0,Aitkin,0.0,Elem. & MS/HS in-person,County: Aitkin<br>MN Dept of <br>Health Statistic:    0.0<br>Trending:             Downward<br>Percent Infected:      4.28<br>New Cases / Total Cases: 1 / 84<br>New Deaths/ Total Deaths:         0 / 1,Less than 5%,4.283016492509128,859.8261316872431
2020-09-30,27001.0,Aitkin,0.0,Elem. & MS/HS in-person,County: Aitkin<br>MN Dept of <br>Health Statistic:    0.0<br>Trending:             Downward<br>Percent Infected:      4.49<br>New Cases / Total Cases: 4 / 88<br>New Deaths/ Total Deaths:         0 / 1,Less than 5%,4.486969658819086,859.8261316872431
2020-10-01,27001.0,Aitkin,0.0,Elem. & MS/HS in-person,County: Aitkin<br>MN Dept of <br>Health Statistic:    0.0<br>Trending:             Downward<br>Percent Infected:      4.64<br>New Cases / Total Cases: 3 / 91<br>New Deaths/ Total Deaths:         0 / 1,Less than 5%,4.639934533551555,859.8261316872431
2020-10-02,27001.0,Aitkin,0.0,Elem. & MS/HS in-person,County: Aitkin<br>MN Dept of <br>Health Statistic:    0.0<br>Trending:             Downward<br>Percent Infected:      4.95<br>New Cases / Total Cases: 6 / 97<br>New Deaths/ Total Deaths:         0 / 1,Less than 5%,4.945864283016492,859.8261316872431
2020-10-03,27001.0,Aitkin,0.0,Elem. & MS/HS in-person,County: Aitkin<br>MN Dept of <br>Health Statistic:    0.0<br>Trending:             Downward<br>Percent Infected:      4.79<br>New Cases / Total Cases: -3 / 94<br>New Deaths/ Total Deaths:         0 / 1,Less than 5%,4.792899408284024,859.8261316872431
2020-10-04,27001.0,Aitkin,0.0,Elem. & MS/HS in-person,County: Aitkin<br>MN Dept of <br>Health Statistic:    0.0<br>Trending:             Upward<br>Percent Infected:      4.84<br>New Cases / Total Cases: 1 / 95<br>New Deaths/ Total Deaths:         0 / 1,Less than 5%,4.843887699861513,859.8261316872431
2020-10-05,27001.0,Aitkin,0.0,Elem. & MS/HS in-person,County: Aitkin<br>MN Dept of <br>Health Statistic:    0.0<br>Trending:             Upward<br>Percent Infected:      5.15<br>New Cases / Total Cases: 6 / 101<br>New Deaths/ Total Deaths:         0 / 1,Between 5% and 15%,5.14981744932645,570.8840877914957
2020-10-06,27001.0,Aitkin,0.0,Elem. & MS/HS in-person,County: Aitkin<br>MN Dept of <br>Health Statistic:    0.0<br>Trending:             Upward<br>Percent Infected:      5.25<br>New Cases / Total Cases: 2 / 103<br>New Deaths/ Total Deaths:         0 / 1,Between 5% and 15%,5.25179403248143,540.1007147498376
2020-10-07,27001.0,Aitkin,0.0,Elem. & MS/HS in-person,County: Aitkin<br>MN Dept of <br>Health Statistic:    0.0<br>Trending:             Upward<br>Percent Infected:      5.51<br>New Cases / Total Cases: 5 / 108<br>New Deaths/ Total Deaths:         0 / 1,Between 5% and 15%,5.506735490368878,511.3456790123457
2020-10-08,27001.0,Aitkin,0.0,Elem. & MS/HS in-person,County: Aitkin<br>MN Dept of <br>Health Statistic:    0.0<br>Trending:             Upward<br>Percent Infected:      5.51<br>New Cases / Total Cases: 0 / 108<br>New Deaths/ Total Deaths:         0 / 1,Between 5% and 15%,5.506735490368878,601.5831517792307
2020-10-09,27001.0,Aitkin,0.0,Elem. & MS/HS in-person,County: Aitkin<br>MN Dept of <br>Health Statistic:    0.0<br>Trending:             Upward<br>Percent Infected:      5.66<br>New Cases / Total Cases: 3 / 111<br>New Deaths/ Total Deaths:         0 / 1,Between 5% and 15%,5.659700365101346,728.9938271604943
2020-10-10,27001.0,Aitkin,0.0,Elem. & MS/HS in-person,County: Aitkin<br>MN Dept of <br>Health Statistic:    0.0<br>Trending:             Upward<br>Percent Infected:      5.76<br>New Cases / Total Cases: 2 / 113<br>New Deaths/ Total Deaths:         0 / 1,Between 5% and 15%,5.761676948256326,536.4165042235218
2020-10-11,27001.0,Aitkin,21.402492760921564,Elem. & MS/HS hybrid,County: Aitkin<br>MN Dept of <br>Health Statistic:    21.4<br>Trending:             Upward<br>Percent Infected:      5.97<br>New Cases / Total Cases: 4 / 117<br>New Deaths/ Total Deaths:         0 / 1,Between 5% and 15%,5.9656301145662844,461.9960718294053
2020-10-12,27001.0,Aitkin,22.661462923328717,Elem. & MS/HS hybrid,County: Aitkin<br>MN Dept of <br>Health Statistic:    22.66<br>Trending:             Upward<br>Percent Infected:      6.07<br>New Cases / Total Cases: 2 / 119<br>New Deaths/ Total Deaths:         0 / 1,Between 5% and 15%,6.067606697721264,563.8840877914947
2020-10-13,27001.0,Aitkin,24.549918166939445,Elem. & MS/HS hybrid,County: Aitkin<br>MN Dept of <br>Health Statistic:    24.55<br>Trending:             Upward<br>Percent Infected:      6.27<br>New Cases / Total Cases: 4 / 123<br>New Deaths/ Total Deaths:         0 / 1,Between 5% and 15%,6.2715598640312225,506.0956790123458
2020-10-14,27001.0,Aitkin,25.808888329346594,Elem. & MS/HS hybrid,County: Aitkin<br>MN Dept of <br>Health Statistic:    25.81<br>Trending:             Upward<br>Percent Infected:      6.58<br>New Cases / Total Cases: 6 / 129<br>New Deaths/ Total Deaths:         0 / 1,Between 5% and 15%,6.57748961349616,479.9958847736627
2020-10-15,27001.0,Aitkin,26.43837341055017,Elem. & MS/HS hybrid,County: Aitkin<br>MN Dept of <br>Health Statistic:    26.44<br>Trending:             Upward<br>Percent Infected:      6.78<br>New Cases / Total Cases: 4 / 133<br>New Deaths/ Total Deaths:         0 / 1,Between 5% and 15%,6.7814427798061185,402.0765432098765
2020-10-16,27001.0,Aitkin,27.067858491753746,Elem. & MS/HS hybrid,County: Aitkin<br>MN Dept of <br>Health Statistic:    27.07<br>Trending:             Upward<br>Percent Infected:      7.14<br>New Cases / Total Cases: 7 / 140<br>New Deaths/ Total Deaths:         0 / 1,Between 5% and 15%,7.138360820848546,344.9280544912727
2020-10-17,27001.0,Aitkin,32.733224222585925,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    32.73<br>Trending:             Upward<br>Percent Infected:      7.44<br>New Cases / Total Cases: 6 / 146<br>New Deaths/ Total Deaths:         0 / 1,Between 5% and 15%,7.444290570313482,301.8458660680885
2020-10-18,27001.0,Aitkin,35.25116454740023,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    35.25<br>Trending:             Upward<br>Percent Infected:      7.7<br>New Cases / Total Cases: 5 / 151<br>New Deaths/ Total Deaths:         0 / 1,Between 5% and 15%,7.699232028200931,291.9386347131446
2020-10-19,27001.0,Aitkin,33.3627093037895,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    33.36<br>Trending:             Upward<br>Percent Infected:      7.85<br>New Cases / Total Cases: 3 / 154<br>New Deaths/ Total Deaths:         1 / 2,Between 5% and 15%,7.852196902933399,282.99753086419776
2020-10-20,27001.0,Aitkin,33.3627093037895,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    33.36<br>Trending:             Upward<br>Percent Infected:      7.95<br>New Cases / Total Cases: 2 / 156<br>New Deaths/ Total Deaths:         0 / 2,Between 5% and 15%,7.954173486088378,299.7246539468764
2020-10-21,27001.0,Aitkin,30.8447689789752,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    30.84<br>Trending:             Upward<br>Percent Infected:      8.01<br>New Cases / Total Cases: 1 / 157<br>New Deaths/ Total Deaths:         0 / 2,Between 5% and 15%,8.005161777665869,352.9969135802469
2020-10-22,27001.0,Aitkin,32.10373914138235,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    32.1<br>Trending:             Upward<br>Percent Infected:      8.11<br>New Cases / Total Cases: 2 / 159<br>New Deaths/ Total Deaths:         0 / 2,Between 5% and 15%,8.107138360820848,379.61206077872765
2020-10-23,27001.0,Aitkin,33.99219438499308,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    33.99<br>Trending:             Upward<br>Percent Infected:      8.41<br>New Cases / Total Cases: 6 / 165<br>New Deaths/ Total Deaths:         0 / 2,Between 5% and 15%,8.413068110285787,393.11654320987645
2020-10-24,27001.0,Aitkin,40.28704519702883,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    40.29<br>Trending:             Upward<br>Percent Infected:      9.02<br>New Cases / Total Cases: 12 / 177<br>New Deaths/ Total Deaths:         0 / 2,Between 5% and 15%,9.024927609215661,314.3197929111906
2020-10-25,27001.0,Aitkin,39.02807503462168,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    39.03<br>Trending:             Upward<br>Percent Infected:      9.13<br>New Cases / Total Cases: 2 / 179<br>New Deaths/ Total Deaths:         0 / 2,Between 5% and 15%,9.12690419237064,347.4969135802469
2020-10-26,27001.0,Aitkin,37.76910487221453,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    37.77<br>Trending:             Upward<br>Percent Infected:      9.13<br>New Cases / Total Cases: 0 / 179<br>New Deaths/ Total Deaths:         0 / 2,Between 5% and 15%,9.12690419237064,389.19654320987644
2020-10-27,27001.0,Aitkin,39.657560115825255,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    39.66<br>Trending:             Upward<br>Percent Infected:      9.48<br>New Cases / Total Cases: 7 / 186<br>New Deaths/ Total Deaths:         0 / 2,Between 5% and 15%,9.483822233413068,322.69711934156345
2020-10-28,27001.0,Aitkin,37.13961979101095,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    37.14<br>Trending:             Upward<br>Percent Infected:      9.59<br>New Cases / Total Cases: 2 / 188<br>New Deaths/ Total Deaths:         0 / 2,Between 5% and 15%,9.585798816568047,311.8359219434487
2020-10-29,27001.0,Aitkin,40.91653027823241,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    40.92<br>Trending:             Upward<br>Percent Infected:      10.1<br>New Cases / Total Cases: 10 / 198<br>New Deaths/ Total Deaths:         0 / 2,Between 5% and 15%,10.095681732342943,246.07470718581834
2020-10-30,27001.0,Aitkin,46.581896009064586,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    46.58<br>Trending:             Upward<br>Percent Infected:      10.91<br>New Cases / Total Cases: 16 / 214<br>New Deaths/ Total Deaths:         0 / 2,Between 5% and 15%,10.911494397582777,193.56966490299834
2020-10-31,27001.0,Aitkin,49.09983633387889,"Elem. hybrid, MS/HS distance",County: Aitkin<br>MN Dept of <br>Health Statistic:    49.1<br>Trending:             Upward<br>Percent Infected:      11.42<br>New Cases / Total Cases: 10 / 224<br>New Deaths/ Total Deaths:         0 / 2,Between 5% and 15%,11.421377313357674,200.31731021801932
2020-11-01,27001.0,Aitkin,50.98829157748961,Elem. & MS/HS distance,County: Aitkin<br>MN Dept of <br>Health Statistic:    50.99<br>Trending:             Upward<br>Percent Infected:      11.83<br>New Cases / Total Cases: 8 / 232<br>New Deaths/ Total Deaths:         1 / 3,Between 5% and 15%,11.829283645977588,176.58327509899848
2020-11-02,27001.0,Aitkin,56.65365730832179,Elem. & MS/HS distance,County: Aitkin<br>MN Dept of <br>Health Statistic:    56.65<br>Trending:             Upward<br>Percent Infected:      12.44<br>New Cases / Total Cases: 12 / 244<br>New Deaths/ Total Deaths:         1 / 4,Between 5% and 15%,12.441143144907466,142.69097815764476
2020-11-03,27001.0,Aitkin,58.54211255193252,Elem. & MS/HS distance,County: Aitkin<br>MN Dept of <br>Health Statistic:    58.54<br>Trending:             Upward<br>Percent Infected:      12.7<br>New Cases / Total Cases: 5 / 249<br>New Deaths/ Total Deaths:         0 / 4,Between 5% and 15%,12.696084602794913,146.66529492455422
2020-11-04,27001.0,Aitkin,68.61387385118972,Elem. & MS/HS distance,County: Aitkin<br>MN Dept of <br>Health Statistic:    68.61<br>Trending:             Upward<br>Percent Infected:      13.56<br>New Cases / Total Cases: 17 / 266<br>New Deaths/ Total Deaths:         1 / 5,Between 5% and 15%,13.562885559612237,116.93478949034505
2020-11-05,27001.0,Aitkin,72.39078433841118,Elem. & MS/HS distance,County: Aitkin<br>MN Dept of <br>Health Statistic:    72.39<br>Trending:             Upward<br>Percent Infected:      13.97<br>New Cases / Total Cases: 8 / 274<br>New Deaths/ Total Deaths:         0 / 5,Between 5% and 15%,13.970791892232153,119.27517868745939
2020-11-06,27001.0,Aitkin,78.05615006924336,Elem. & MS/HS distance,County: Aitkin<br>MN Dept of <br>Health Statistic:    78.06<br>Trending:             Upward<br>Percent Infected:      14.74<br>New Cases / Total Cases: 15 / 289<br>New Deaths/ Total Deaths:         0 / 5,Between 5% and 15%,14.735616265894498,119.46551440329218
2020-11-07,27001.0,Aitkin,91.90482185572202,Elem. & MS/HS distance,County: Aitkin<br>MN Dept of <br>Health Statistic:    91.9<br>Trending:             Upward<br>Percent Infected:      16.47<br>New Cases / Total Cases: 34 / 323<br>New Deaths/ Total Deaths:         0 / 5,Between 15% and 30%,16.469218179529143,88.1001371742113
2020-11-08,27001.0,Aitkin,103.23555331738638,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    103.24<br>Trending:             Upward<br>Percent Infected:      17.49<br>New Cases / Total Cases: 20 / 343<br>New Deaths/ Total Deaths:         0 / 5,Between 15% and 30%,17.488984011078937,77.31453675898116
2020-11-09,27001.0,Aitkin,106.38297872340425,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    106.38<br>Trending:             Upward<br>Percent Infected:      17.74<br>New Cases / Total Cases: 5 / 348<br>New Deaths/ Total Deaths:         2 / 7,Between 15% and 30%,17.743925468966385,82.18186134852803
2020-11-10,27001.0,Aitkin,112.67782953544001,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    112.68<br>Trending:             Upward<br>Percent Infected:      18.61<br>New Cases / Total Cases: 17 / 365<br>New Deaths/ Total Deaths:         1 / 8,Between 15% and 30%,18.61072642578371,72.65442741592165
2020-11-11,27001.0,Aitkin,124.00856099710437,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    124.01<br>Trending:             Upward<br>Percent Infected:      19.63<br>New Cases / Total Cases: 20 / 385<br>New Deaths/ Total Deaths:         0 / 8,Between 15% and 30%,19.6304922573335,69.64633260711693
2020-11-12,27001.0,Aitkin,124.63804607830794,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    124.64<br>Trending:             Upward<br>Percent Infected:      20.19<br>New Cases / Total Cases: 11 / 396<br>New Deaths/ Total Deaths:         1 / 9,Between 15% and 30%,20.191363464685885,67.30257032989275
2020-11-13,27001.0,Aitkin,128.4149565655294,Armageddon?,County: Aitkin<br>MN Dept of <br>Health Statistic:    128.41<br>Trending:             Upward<br>Percent Infected:      21.31<br>New Cases / Total Cases: 22 / 418<br>New Deaths/ Total Deaths:         1 / 10,Between 15% and 30%,21.31310587939066,62.4566944205187
