Date,FIPS,Admin2,schooling,text,infect,perc_infected
2020-12-26,27001.0,Aitkin,Elem. & MS/HS distance,County: Aitkin<br>MN Dept of <br>Health Statistic:    69.24<br>Trending:             Downward<br>Percent Infected:      51.19<br>New Cases / Total Cases: 2 / 1004<br>New Deaths/ Total Deaths:         0 / 32,Less than 5%,51.19224474379957
2020-12-26,27003.0,Anoka,Elem. & MS/HS distance,County: Anoka<br>MN Dept of <br>Health Statistic:    58.05<br>Trending:             Downward<br>Percent Infected:      64.53<br>New Cases / Total Cases: 110 / 28436<br>New Deaths/ Total Deaths:         5 / 312,Less than 5%,64.53293585975607
2020-12-26,27005.0,Becker,"Elem. hybrid, MS/HS distance",County: Becker<br>MN Dept of <br>Health Statistic:    49.1<br>Trending:             Downward<br>Percent Infected:      62.22<br>New Cases / Total Cases: 17 / 2644<br>New Deaths/ Total Deaths:         0 / 32,Less than 5%,62.21537925224414
2020-12-26,27007.0,Beltrami,Elem. & MS/HS distance,County: Beltrami<br>MN Dept of <br>Health Statistic:    53.83<br>Trending:             Downward<br>Percent Infected:      48.65<br>New Cases / Total Cases: 12 / 2834<br>New Deaths/ Total Deaths:         0 / 36,Less than 5%,48.646689836399084
2020-12-26,27009.0,Benton,Elem. & MS/HS distance,County: Benton<br>MN Dept of <br>Health Statistic:    66.52<br>Trending:             Downward<br>Percent Infected:      75.51<br>New Cases / Total Cases: 20 / 3812<br>New Deaths/ Total Deaths:         3 / 75,Less than 5%,75.51468610139645
2020-12-26,27011.0,Big Stone,Elem. & MS/HS distance,County: Big Stone<br>MN Dept of <br>Health Statistic:    68.12<br>Trending:             Downward<br>Percent Infected:      69.46<br>New Cases / Total Cases: 6 / 428<br>New Deaths/ Total Deaths:         0 / 3,Less than 5%,69.46102985373673
2020-12-26,27013.0,Blue Earth,"Elem. hybrid, MS/HS distance",County: Blue Earth<br>MN Dept of <br>Health Statistic:    42.27<br>Trending:             Downward<br>Percent Infected:      59.16<br>New Cases / Total Cases: 31 / 4941<br>New Deaths/ Total Deaths:         1 / 28,Less than 5%,59.15790874018891
2020-12-26,27015.0,Brown,Elem. & MS/HS distance,County: Brown<br>MN Dept of <br>Health Statistic:    66.38<br>Trending:             Downward<br>Percent Infected:      63.9<br>New Cases / Total Cases: 16 / 1973<br>New Deaths/ Total Deaths:         0 / 30,Less than 5%,63.90475047984645
2020-12-26,27017.0,Carlton,Elem. & MS/HS distance,County: Carlton<br>MN Dept of <br>Health Statistic:    65.51<br>Trending:             Downward<br>Percent Infected:      57.74<br>New Cases / Total Cases: 21 / 2557<br>New Deaths/ Total Deaths:         0 / 35,Less than 5%,57.73939951492849
2020-12-26,27019.0,Carver,"Elem. hybrid, MS/HS distance",County: Carver<br>MN Dept of <br>Health Statistic:    48.44<br>Trending:             Downward<br>Percent Infected:      48.72<br>New Cases / Total Cases: 32 / 6321<br>New Deaths/ Total Deaths:         0 / 32,Less than 5%,48.720703403781556
2020-12-26,27021.0,Cass,Elem. & MS/HS distance,County: Cass<br>MN Dept of <br>Health Statistic:    52.72<br>Trending:             Downward<br>Percent Infected:      51.33<br>New Cases / Total Cases: 8 / 1887<br>New Deaths/ Total Deaths:         0 / 19,Less than 5%,51.32710970818362
2020-12-26,27023.0,Chippewa,Armageddon?,County: Chippewa<br>MN Dept of <br>Health Statistic:    122.03<br>Trending:             Downward<br>Percent Infected:      85.67<br>New Cases / Total Cases: 10 / 1248<br>New Deaths/ Total Deaths:         0 / 23,Less than 5%,85.66779661016948
2020-12-26,27025.0,Chisago,Elem. & MS/HS distance,County: Chisago<br>MN Dept of <br>Health Statistic:    60.62<br>Trending:             Downward<br>Percent Infected:      57.94<br>New Cases / Total Cases: 29 / 4047<br>New Deaths/ Total Deaths:         1 / 27,Less than 5%,57.93792749960232
2020-12-26,27027.0,Clay,Elem. & MS/HS distance,County: Clay<br>MN Dept of <br>Health Statistic:    56.06<br>Trending:             Downward<br>Percent Infected:      76.81<br>New Cases / Total Cases: 25 / 6090<br>New Deaths/ Total Deaths:         0 / 75,Less than 5%,76.81012737068295
2020-12-26,27029.0,Clearwater,"Elem. hybrid, MS/HS distance",County: Clearwater<br>MN Dept of <br>Health Statistic:    37.42<br>Trending:             Downward<br>Percent Infected:      58.88<br>New Cases / Total Cases: 6 / 641<br>New Deaths/ Total Deaths:         0 / 13,Less than 5%,58.88069857110455
2020-12-26,27031.0,Cook,"Elem. in-person, MS/HS hybrid",County: Cook<br>MN Dept of <br>Health Statistic:    14.64<br>Trending:             Downward<br>Percent Infected:      15.12<br>New Cases / Total Cases: 0 / 102<br>New Deaths/ Total Deaths:         0 / 0,Between 15% and 20%,15.123558484349259
2020-12-26,27033.0,Cottonwood,Elem. & MS/HS distance,County: Cottonwood<br>MN Dept of <br>Health Statistic:    84.85<br>Trending:             Downward<br>Percent Infected:      87.32<br>New Cases / Total Cases: 4 / 1207<br>New Deaths/ Total Deaths:         0 / 14,Less than 5%,87.32315112540192
2020-12-26,27035.0,Crow Wing,"Elem. hybrid, MS/HS distance",County: Crow Wing<br>MN Dept of <br>Health Statistic:    35.51<br>Trending:             Downward<br>Percent Infected:      55.37<br>New Cases / Total Cases: 22 / 4447<br>New Deaths/ Total Deaths:         2 / 58,Less than 5%,55.369610329721
2020-12-26,27037.0,Dakota,Elem. & MS/HS distance,County: Dakota<br>MN Dept of <br>Health Statistic:    62.26<br>Trending:             Downward<br>Percent Infected:      55.75<br>New Cases / Total Cases: 173 / 29528<br>New Deaths/ Total Deaths:         4 / 266,Less than 5%,55.74943883865825
2020-12-26,27039.0,Dodge,"Elem. hybrid, MS/HS distance",County: Dodge<br>MN Dept of <br>Health Statistic:    48.25<br>Trending:             Downward<br>Percent Infected:      44.03<br>New Cases / Total Cases: 2 / 1138<br>New Deaths/ Total Deaths:         1 / 4,Less than 5%,44.03267411865863
2020-12-26,27041.0,Douglas,Elem. & MS/HS distance,County: Douglas<br>MN Dept of <br>Health Statistic:    67.91<br>Trending:             Downward<br>Percent Infected:      72.27<br>New Cases / Total Cases: 20 / 3403<br>New Deaths/ Total Deaths:         0 / 56,Less than 5%,72.26947379460424
2020-12-26,27043.0,Faribault,Elem. & MS/HS distance,County: Faribault<br>MN Dept of <br>Health Statistic:    95.22<br>Trending:             Downward<br>Percent Infected:      51.62<br>New Cases / Total Cases: 3 / 870<br>New Deaths/ Total Deaths:         0 / 9,Less than 5%,51.615029663810155
2020-12-26,27045.0,Fillmore,Elem. & MS/HS distance,County: Fillmore<br>MN Dept of <br>Health Statistic:    73.57<br>Trending:             Downward<br>Percent Infected:      40.91<br>New Cases / Total Cases: 24 / 1064<br>New Deaths/ Total Deaths:         0 / 0,Less than 5%,40.90947928039113
2020-12-26,27047.0,Freeborn,"Elem. hybrid, MS/HS distance",County: Freeborn<br>MN Dept of <br>Health Statistic:    47.22<br>Trending:             Downward<br>Percent Infected:      51.25<br>New Cases / Total Cases: 11 / 1916<br>New Deaths/ Total Deaths:         0 / 17,Less than 5%,51.25194016049667
2020-12-26,27049.0,Goodhue,Elem. & MS/HS distance,County: Goodhue<br>MN Dept of <br>Health Statistic:    70.35<br>Trending:             Downward<br>Percent Infected:      51.08<br>New Cases / Total Cases: 16 / 2922<br>New Deaths/ Total Deaths:         1 / 40,Less than 5%,51.075097108329736
2020-12-26,27051.0,Grant,Elem. & MS/HS distance,County: Grant<br>MN Dept of <br>Health Statistic:    53.58<br>Trending:             Downward<br>Percent Infected:      50.59<br>New Cases / Total Cases: 4 / 373<br>New Deaths/ Total Deaths:         0 / 7,Less than 5%,50.59109176155392
2020-12-26,27053.0,Hennepin,"Elem. hybrid, MS/HS distance",County: Hennepin<br>MN Dept of <br>Health Statistic:    48.16<br>Trending:             Downward<br>Percent Infected:      54.09<br>New Cases / Total Cases: 410 / 84526<br>New Deaths/ Total Deaths:         6 / 1351,Less than 5%,54.087323625441705
2020-12-26,27055.0,Houston,Elem. & MS/HS distance,County: Houston<br>MN Dept of <br>Health Statistic:    87.1<br>Trending:             Downward<br>Percent Infected:      49.91<br>New Cases / Total Cases: 14 / 1146<br>New Deaths/ Total Deaths:         1 / 12,Less than 5%,49.906451612903226
